Soil_pH,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Crop_Type,Crop_Growth_Stage,Recommended_Fertilizer,,
8.04,127,86,42,33.02,32.36,1808.58,Potato,Sowing,Zinc Sulphate,,
5.33,102,48,30,34.6,77.42,2289.49,Cotton,Sowing,MOP,,
8.17,85,52,112,20.07,32.62,719.76,Sugarcane,Vegetative,Zinc Sulphate,,
7.76,133,55,33,24.48,82.34,2289.14,Tomato,Sowing,MOP,,
8.42,104,52,64,22.65,32.84,362.8,Wheat,Sowing,Zinc Sulphate,,
8.02,55,38,58,27.81,80.89,2043.69,Tomato,Flowering,Urea,,
5.62,103,75,117,14.51,68.65,2195.01,Potato,Flowering,Compost,,
4.92,127,78,93,34.17,60.36,2909.13,Maize,Harvest,Compost,,
4.95,39,36,18,33.91,38.7,1380.99,Wheat,Sowing,Urea,,
5.66,119,12,104,27.71,45.41,519.34,Sugarcane,Flowering,DAP,,
6.96,65,65,101,32.38,71.41,1136.98,Sugarcane,Sowing,Zinc Sulphate,,
7.72,136,73,47,39.66,60.73,1373.74,Rice,Vegetative,NPK,,
8.1,37,30,14,37.68,60.86,2355.96,Wheat,Sowing,Urea,,
7,116,33,110,28.34,37.99,721.47,Rice,Flowering,DAP,,
4.52,53,29,50,25.34,58.51,675.46,Cotton,Vegetative,Urea,,
5.25,98,61,43,26.04,65.42,815.41,Maize,Sowing,Compost,,
4.9,150,22,83,24,37.34,846.62,Cotton,Vegetative,DAP,,
5.95,91,79,105,24.41,88.46,2786.6,Sugarcane,Sowing,Zinc Sulphate,,
6.51,158,52,110,31.96,79.8,649.01,Sugarcane,Flowering,Zinc Sulphate,,
4.67,36,87,72,39.76,49.05,1356.39,Sugarcane,Vegetative,Urea,,
5.89,66,46,26,11.36,63.8,1329.22,Tomato,Sowing,MOP,,
5.22,49,39,62,16.91,63.54,557.21,Sugarcane,Harvest,Urea,,
7.09,155,24,45,16.31,36.4,505.12,Tomato,Flowering,DAP,,
6.36,59,84,45,34.99,56.29,2747.42,Wheat,Flowering,Urea,,
6.48,95,34,22,22.59,42.47,2541.84,Wheat,Vegetative,DAP,,
6.21,104,47,29,25.75,49.99,2813.04,Tomato,Sowing,MOP,,
8.32,47,52,60,24.07,86.63,1087.95,Sugarcane,Vegetative,Urea,,
5.36,78,39,111,35.61,63.08,1674.21,Potato,Flowering,DAP,,
6.57,99,49,92,24.99,34.01,916.17,Cotton,Harvest,Zinc Sulphate,,
7.44,93,68,95,30.04,70.34,1297.33,Maize,Vegetative,NPK,,
6.73,26,32,25,10.58,89.92,2423.64,Maize,Flowering,Urea,,
8.22,87,53,15,29.57,40.06,1533.56,Potato,Vegetative,MOP,,
6.01,43,10,84,17.23,70.98,506.87,Cotton,Flowering,Urea,,
6.35,117,87,19,36.01,79.46,208.93,Cotton,Flowering,MOP,,
4.85,60,50,40,32.55,80.64,861.2,Cotton,Flowering,Compost,,
6.94,73,71,27,13.28,72.45,712.98,Potato,Sowing,MOP,,
5.65,33,69,105,13.1,84.59,2423.44,Maize,Vegetative,Urea,,
5.14,68,89,50,18.79,31.93,2066.56,Maize,Flowering,Compost,,
6.68,82,19,115,13.77,33.85,2547.26,Sugarcane,Vegetative,DAP,,
6.63,64,82,56,32.21,38.07,1372.54,Sugarcane,Sowing,Urea,,
4.8,91,87,33,39.6,32.6,1834.18,Cotton,Harvest,MOP,,
7.29,125,75,119,29.66,37.2,1368.61,Wheat,Harvest,MOP,,
7,26,66,89,17.47,79.02,819.36,Potato,Vegetative,Urea,,
5.26,22,51,102,26.93,83.79,1966.63,Wheat,Vegetative,Urea,,
6.38,107,63,112,34.17,50.16,1288.06,Rice,Sowing,Compost,,
7.38,49,51,98,38.87,87.43,898.12,Tomato,Vegetative,Urea,,
6.62,24,75,113,10.15,55.11,2827.72,Maize,Sowing,Urea,,
6.08,123,79,98,25.71,40.32,501.88,Wheat,Vegetative,NPK,,
5.79,132,20,49,23.6,70.88,2375.03,Tomato,Sowing,DAP,,
6.94,26,76,54,22.43,55.22,1738.7,Rice,Sowing,Urea,,
8.26,149,20,92,25.12,31.17,2336.5,Maize,Harvest,DAP,,
7.19,159,13,83,22.11,87.98,451.64,Cotton,Harvest,DAP,,
4.8,47,88,10,20.32,65.87,1293.16,Cotton,Vegetative,Urea,,
6.34,127,88,36,13.44,66.8,2428.9,Sugarcane,Sowing,MOP,,
8.06,47,58,31,25,88.96,2482.22,Rice,Vegetative,Urea,,
4.88,118,31,37,34.63,80.01,2408.94,Rice,Flowering,DAP,,
8.46,95,46,57,13.14,51.76,2284.18,Rice,Harvest,Zinc Sulphate,,
8.3,111,19,44,32.15,32.51,1254.47,Rice,Vegetative,DAP,,
4.81,83,29,12,18.03,43.34,2205.34,Sugarcane,Flowering,DAP,,
8.23,110,82,47,21.44,51.09,506.42,Potato,Sowing,Zinc Sulphate,,
5.95,136,59,99,39.64,87.62,655.3,Sugarcane,Flowering,SSP,,
7.88,156,40,53,30.26,83.32,1711.78,Cotton,Harvest,Zinc Sulphate,,
6.17,69,53,14,31.57,31.29,1738.9,Tomato,Sowing,MOP,,
6.26,29,40,83,28.07,89.23,1520.99,Tomato,Vegetative,Urea,,
7.04,101,84,16,19.67,45.43,2258,Cotton,Harvest,MOP,,
7.6,29,50,103,30.25,76.52,1778.68,Wheat,Harvest,Urea,,
4.64,154,13,98,23.72,37,383.96,Potato,Harvest,DAP,,
6.87,123,23,51,34.96,43.22,2684.16,Rice,Vegetative,DAP,,
5.25,73,55,107,27.13,60.33,1958.49,Tomato,Vegetative,Compost,,
5.88,89,63,66,33.14,72.22,2707.24,Rice,Flowering,Urea,,
5.89,53,42,94,35.46,50.72,1402.63,Rice,Flowering,Urea,,
6.38,62,39,38,34.63,82.4,205.14,Sugarcane,Sowing,DAP,,
5.84,145,18,90,22.06,86.41,2335.52,Potato,Harvest,DAP,,
4.93,152,47,72,21.06,37.35,1784.84,Rice,Flowering,Compost,,
5.08,132,52,45,36.07,73.11,255.04,Rice,Sowing,Compost,,
4.63,133,16,49,14.29,37.91,1803.32,Cotton,Vegetative,DAP,,
6.38,73,49,30,18.38,50.45,2807.03,Wheat,Flowering,MOP,,
8.32,157,71,107,13.63,79.17,784.46,Tomato,Sowing,Zinc Sulphate,,
4.96,68,64,62,11.26,50.18,988.9,Tomato,Harvest,Compost,,
8.29,30,44,25,28.48,84.44,2018.64,Potato,Harvest,Urea,,
7.43,157,52,55,37.02,54.69,2498.56,Sugarcane,Flowering,SSP,,
7.05,40,20,117,13.88,48.59,1996.86,Sugarcane,Harvest,Urea,,
7.08,148,11,18,33.87,89.35,2080.77,Maize,Flowering,DAP,,
7.81,65,88,117,21.38,56.49,1114.75,Rice,Harvest,Zinc Sulphate,,
4.93,126,88,12,28.54,74.46,228.08,Rice,Harvest,MOP,,
6.52,93,14,32,32.91,65.97,2551.61,Rice,Vegetative,DAP,,
7.29,39,49,22,31.3,42.15,2986.68,Wheat,Sowing,Urea,,
6.85,40,89,47,14.1,60.02,2625.96,Rice,Harvest,Urea,,
7.83,76,55,43,13.46,34.65,1313.01,Sugarcane,Vegetative,Zinc Sulphate,,
4.79,76,30,103,37.73,72.52,1185.1,Potato,Sowing,DAP,,
7.26,88,18,112,12.38,61.14,2887.63,Cotton,Harvest,DAP,,
6.64,66,80,35,16.55,37.34,2967.5,Cotton,Vegetative,MOP,,
6.02,27,36,41,23.15,76.01,1914.26,Maize,Flowering,Urea,,
5.86,121,26,29,34.63,78.27,1640.51,Wheat,Harvest,DAP,,
6.98,24,75,55,28.08,74.03,1645.76,Wheat,Harvest,Urea,,
8.06,91,35,111,27.14,49.74,765.06,Potato,Sowing,DAP,,
6.48,142,81,64,30.76,73.39,2238.96,Rice,Harvest,MOP,,
7.8,144,54,18,34.06,64.66,678.99,Maize,Vegetative,MOP,,
6.11,113,64,112,16.98,62.63,786.93,Cotton,Sowing,Compost,,
4.91,159,49,60,10.57,68.92,2087.66,Rice,Sowing,Compost,,
4.75,87,25,66,13.82,67.81,2633.98,Wheat,Sowing,DAP,,
4.71,157,41,89,14.95,77.95,2064.59,Rice,Sowing,Compost,,
6.02,67,44,54,11.2,89.16,1529.8,Cotton,Harvest,DAP,,
5.85,24,73,47,32.43,73.58,2146.67,Maize,Sowing,Urea,,
7.37,63,73,77,36.55,56.51,1473.95,Tomato,Harvest,Zinc Sulphate,,
7.47,35,24,21,31.32,57.7,2031.78,Potato,Vegetative,Urea,,
4.7,142,51,99,15.66,31.76,2385.01,Potato,Harvest,Compost,,
5.38,42,59,19,28.19,39.59,241.13,Sugarcane,Vegetative,Urea,,
5.6,112,41,89,25.62,43.69,813.16,Rice,Vegetative,NPK,,
6.69,130,39,74,34.6,89.42,2168.68,Potato,Sowing,DAP,,
5.08,40,33,21,38.27,75.79,1323.9,Potato,Vegetative,Urea,,
5.04,149,75,61,32.29,38.49,1662.01,Wheat,Flowering,Compost,,
8.28,42,30,60,25.38,59.9,2118.01,Maize,Flowering,Urea,,
7.72,158,51,95,25.33,42.81,1674.26,Potato,Sowing,Zinc Sulphate,,
5.22,137,89,73,34.23,47.86,2543.42,Tomato,Vegetative,Compost,,
6.13,142,67,66,13.68,66.27,1261.65,Rice,Harvest,DAP,,
5.92,149,11,102,14.6,65.94,2136.97,Wheat,Harvest,DAP,,
7.66,101,25,28,20.31,82.31,1391.1,Wheat,Harvest,DAP,,
6.54,64,16,39,32.41,39.87,1682.06,Maize,Flowering,DAP,,
5.01,91,64,101,11.98,59.84,518.47,Wheat,Sowing,Compost,,
7.46,157,24,94,20.33,65.93,2528.14,Wheat,Vegetative,DAP,,
6.09,110,32,91,19.56,85.83,1095.84,Cotton,Vegetative,DAP,,
5.55,100,78,114,24.57,60.99,1043.38,Tomato,Vegetative,NPK,,
6,40,10,33,23.91,50.44,448.55,Sugarcane,Vegetative,Urea,,
6.49,20,78,35,31.43,47.53,1617.9,Tomato,Vegetative,Urea,,
5.87,153,22,45,28.77,42.97,1370.14,Maize,Flowering,DAP,,
5.47,95,35,116,37.08,87.74,477.03,Cotton,Harvest,DAP,,
6.09,131,61,65,15.42,66.18,2304.4,Sugarcane,Sowing,Urea,,
4.58,30,22,89,22.96,48.21,385.95,Potato,Vegetative,Urea,,
7.59,115,64,67,22,74.71,606.1,Rice,Flowering,DAP,,
5.18,39,38,41,13.38,47.36,1489.95,Cotton,Harvest,Urea,,
4.68,40,27,11,14.94,60.23,1201.72,Potato,Flowering,Urea,,
7.11,55,11,82,20.1,31.56,971.44,Potato,Vegetative,Urea,,
7.6,57,36,91,32.04,80.79,1779,Potato,Sowing,Urea,,
7.76,75,59,58,14.5,87.39,1668.01,Sugarcane,Vegetative,NPK,,
6.47,110,51,55,17.96,81.95,1410.76,Wheat,Vegetative,NPK,,
5.32,30,76,118,30.29,40.27,2373.31,Potato,Sowing,Urea,,
7.45,37,19,92,27.9,79.52,1594.86,Potato,Flowering,Urea,,
7.3,100,18,64,13.13,50.82,2940.63,Maize,Harvest,DAP,,
5.49,117,12,111,38.31,86.18,2445.07,Cotton,Harvest,DAP,,
8.11,64,47,21,14.44,47.94,498.06,Rice,Vegetative,MOP,,
4.92,145,84,86,11.84,35.36,967.12,Tomato,Vegetative,Compost,,
8.43,78,79,72,19.13,81.18,1700.46,Cotton,Vegetative,Zinc Sulphate,,
7.94,153,78,44,10.79,37,1512.89,Wheat,Harvest,Zinc Sulphate,,
7.25,62,39,83,10.92,62.49,331.55,Tomato,Vegetative,DAP,,
8.25,113,23,31,27.36,52.56,1678.82,Maize,Flowering,DAP,,
7.39,122,11,19,36.79,75.41,1895,Cotton,Harvest,DAP,,
5.26,36,17,59,22.08,74.93,1497.42,Cotton,Flowering,Urea,,
6.27,96,83,44,19.06,76.57,2625.17,Wheat,Sowing,Urea,,
4.79,136,27,118,37.44,33.8,1758.45,Potato,Flowering,DAP,,
6.06,65,80,25,11.84,81.5,2402.08,Tomato,Harvest,MOP,,
7.47,153,22,45,24.2,57.98,1843.11,Maize,Vegetative,DAP,,
6.05,151,55,70,17.58,43.15,2746.06,Wheat,Harvest,Compost,,
5.82,67,63,84,21.45,47.93,799.73,Tomato,Flowering,Compost,,
6.88,118,21,26,22.32,84.16,2528.7,Wheat,Sowing,DAP,,
7.99,46,49,98,26.35,30.36,1454.37,Sugarcane,Vegetative,Urea,,
4.69,25,47,10,23.6,78.1,2153.21,Sugarcane,Flowering,Urea,,
6.04,77,21,21,39.64,85.44,1785.1,Tomato,Sowing,DAP,,
5.13,20,76,12,10.77,45,504.79,Sugarcane,Harvest,Urea,,
7.28,47,34,82,32.73,79.32,1422.44,Sugarcane,Harvest,Urea,,
4.92,48,44,92,11.53,39.67,2086.86,Cotton,Flowering,Urea,,
7.16,115,25,28,22.93,30.97,2715.53,Cotton,Harvest,DAP,,
5.64,110,54,93,16.06,66.27,811.69,Potato,Vegetative,NPK,,
5.3,87,22,84,38.36,68.77,1194.51,Potato,Sowing,DAP,,
8.25,60,33,97,31.67,39.01,1209.7,Wheat,Harvest,DAP,,
4.57,125,85,31,23.89,60.75,1668.22,Maize,Harvest,MOP,,
6.25,135,11,10,38.57,53.13,2616.41,Sugarcane,Flowering,DAP,,
4.59,142,19,62,31.64,34.58,1307.47,Wheat,Vegetative,DAP,,
6.43,140,28,53,38.56,60.46,611.06,Tomato,Sowing,DAP,,
6.5,76,33,116,31.14,65.11,1618.35,Potato,Vegetative,DAP,,
5.79,41,70,19,12.33,43.03,305.47,Maize,Vegetative,Urea,,
5.03,85,14,84,28.49,74.39,1164.48,Wheat,Vegetative,DAP,,
6.01,62,89,17,39.41,34.36,1639.85,Sugarcane,Vegetative,MOP,,
7.19,53,43,26,16.43,63.06,1649.51,Sugarcane,Sowing,Urea,,
7.63,133,73,79,33.78,48.2,2494.65,Cotton,Vegetative,NPK,,
6.62,21,21,16,15.54,56.16,2443.14,Rice,Flowering,Urea,,
6.86,78,68,72,23.57,83.61,991.37,Rice,Harvest,DAP,,
5.3,55,30,104,12.54,70.2,1042.93,Sugarcane,Vegetative,Urea,,
5.65,27,87,46,20.22,38.93,2948.66,Wheat,Flowering,Urea,,
5.15,52,56,77,33.29,83.18,1296.16,Cotton,Flowering,Urea,,
5.5,37,62,73,11.36,52.37,599.91,Maize,Harvest,Urea,,
5.4,83,82,16,19.61,50.48,2039.43,Wheat,Harvest,MOP,,
6.58,80,48,25,28.89,60.09,881.84,Wheat,Flowering,MOP,,
6.75,102,40,98,38.46,42.32,1889.48,Rice,Harvest,NPK,,
8.28,29,87,109,17.36,84.85,2499.58,Cotton,Harvest,Urea,,
5.28,125,55,108,15.19,58.07,686.25,Tomato,Vegetative,Compost,,
7.07,41,66,23,16.11,53.63,1464.58,Sugarcane,Harvest,Urea,,
7.77,58,46,45,17.1,40.26,1272.26,Sugarcane,Vegetative,Urea,,
6.74,121,36,82,29.15,78.16,2998.28,Sugarcane,Harvest,DAP,,
5.52,84,38,20,39.96,87.17,2192.57,Potato,Harvest,DAP,,
5.55,49,27,10,25.71,82.18,430.63,Wheat,Harvest,Urea,,
4.66,152,13,18,18.14,39.69,840.07,Maize,Flowering,DAP,,
5.72,130,10,34,32.41,75.1,640.33,Wheat,Vegetative,DAP,,
7.48,45,33,113,14.75,42.25,242.63,Sugarcane,Flowering,Urea,,
4.69,139,51,24,10.9,32.33,1084.38,Maize,Vegetative,MOP,,
5.38,82,69,67,28.16,59.07,1108.48,Tomato,Harvest,Compost,,
7.32,50,33,33,16.31,70.22,857.98,Tomato,Vegetative,Urea,,
7.63,159,65,81,21.98,37.46,1748.69,Rice,Sowing,NPK,,
6.32,36,78,102,16.93,66.33,811.66,Rice,Harvest,Urea,,
7.29,132,27,80,37.54,80.62,2834.98,Tomato,Flowering,DAP,,
6.05,111,74,55,20.14,42.54,2250.89,Maize,Harvest,Urea,,
5.14,58,19,27,23.47,55.67,539.92,Cotton,Sowing,Urea,,
6.09,93,26,76,17.05,59.93,952.81,Potato,Harvest,DAP,,
6.82,130,67,72,12.55,79.87,2950.83,Rice,Vegetative,NPK,,
8.29,155,44,33,25.38,76.28,760.52,Wheat,Sowing,MOP,,
4.78,110,13,93,36.06,76.16,527.48,Sugarcane,Sowing,DAP,,
6.53,45,53,40,20.55,70.74,850.49,Rice,Harvest,Urea,,
5.82,95,84,99,33.43,67.07,2198.8,Maize,Vegetative,NPK,,
6.53,54,76,47,10.98,60.53,1650.04,Rice,Sowing,Urea,,
4.6,76,37,119,17.07,52.18,389.18,Tomato,Flowering,DAP,,
5.75,40,20,52,13.94,60.79,1213,Maize,Flowering,Urea,,
7.78,143,12,17,22.09,81.22,442.54,Potato,Vegetative,DAP,,
6.72,152,12,105,36.83,64.24,1013.91,Maize,Vegetative,DAP,,
6.3,36,34,81,21.21,89.14,678.69,Cotton,Vegetative,Urea,,
5.64,145,85,14,28.1,38.55,817.61,Tomato,Harvest,MOP,,
5.69,117,21,89,36.94,56.47,2378.86,Potato,Sowing,DAP,,
6.03,116,58,36,20.79,42.02,2393.79,Rice,Flowering,MOP,,
7.84,101,65,72,20.97,51.91,2250.76,Sugarcane,Sowing,Zinc Sulphate,,
8.37,44,62,112,12.64,77.39,2127.1,Rice,Vegetative,Urea,,
6.25,124,19,74,20.47,79.49,886.46,Maize,Harvest,DAP,,
6.07,80,28,72,32.38,31.9,1434.06,Rice,Flowering,DAP,,
7.89,113,56,14,35.34,87.2,1488.13,Potato,Vegetative,MOP,,
6.21,56,63,76,31.68,82.31,1697.6,Sugarcane,Harvest,Urea,,
6.71,128,16,118,10.21,84.3,2597.77,Cotton,Harvest,DAP,,
5.42,140,48,61,13.51,52.61,2688.15,Cotton,Sowing,Compost,,
7.47,59,41,90,31.93,59.82,804.95,Cotton,Vegetative,Urea,,
6.63,103,32,106,38.27,40.11,1409.58,Maize,Sowing,DAP,,
7.74,89,59,92,30.86,53.81,614.47,Potato,Flowering,Zinc Sulphate,,
7.62,157,28,13,16.78,37.57,2014.89,Wheat,Sowing,DAP,,
5.36,114,76,86,13.23,81.8,1801.8,Maize,Harvest,Compost,,
7.36,62,34,60,36.31,64.87,2582.31,Tomato,Flowering,DAP,,
7.7,147,34,52,12.97,38.16,1652.9,Sugarcane,Harvest,DAP,,
5.88,108,15,64,14.53,82.74,2387.06,Cotton,Flowering,DAP,,
5.19,118,24,99,27.9,34.82,1090.65,Maize,Flowering,DAP,,
4.51,60,72,50,15.7,85.62,2143.91,Maize,Sowing,Compost,,
6.3,80,29,40,16.83,36.34,312.45,Cotton,Sowing,DAP,,
5.91,143,52,44,14.27,73.08,624.28,Potato,Sowing,MOP,,
6.72,152,76,89,38.33,68.72,1451.51,Rice,Flowering,MOP,,
5.25,116,13,66,13.75,76.96,2683.3,Sugarcane,Sowing,DAP,,
7.94,158,15,33,37.94,63.89,2678.32,Wheat,Vegetative,DAP,,
5.53,27,68,62,19.79,51,1876.56,Wheat,Flowering,Urea,,
5.41,24,61,39,34.65,46.46,563.69,Potato,Vegetative,Urea,,
6.42,53,28,90,38.5,86.73,2106.7,Sugarcane,Sowing,Urea,,
6.5,28,35,86,25.58,56.48,695.27,Maize,Sowing,Urea,,
5.36,57,57,111,33.11,80.53,1181.3,Cotton,Sowing,Urea,,
5.59,62,64,16,17.98,73.38,1079.72,Cotton,Vegetative,MOP,,
5.18,115,68,18,21.49,69.37,2676.5,Sugarcane,Sowing,MOP,,
7.37,157,83,30,26.59,88.24,2142,Sugarcane,Vegetative,MOP,,
7.58,31,47,39,35.51,63.93,398.96,Cotton,Sowing,Urea,,
6.35,118,14,110,28.62,73.98,2561.48,Cotton,Harvest,DAP,,
7.36,159,51,110,10.66,80.98,1405.12,Sugarcane,Sowing,Zinc Sulphate,,
7.44,50,44,31,19.14,32.76,2313.34,Maize,Flowering,Urea,,
5.05,30,78,56,35.95,89.78,2374.7,Wheat,Flowering,Urea,,
8.36,117,12,71,17.21,45.73,2996.31,Wheat,Sowing,DAP,,
7.78,46,50,40,21.04,72.15,1171.44,Tomato,Harvest,Urea,,
5.32,40,41,13,21.69,87.22,2620.44,Rice,Vegetative,Urea,,
5.24,147,45,19,14.63,75.79,1003.03,Sugarcane,Vegetative,MOP,,
5,32,39,39,20.49,43.78,2987.51,Tomato,Harvest,Urea,,
5.05,64,48,103,34.52,51.74,1348.7,Rice,Harvest,Compost,,
7.49,44,69,114,35.47,54.85,2048.5,Rice,Harvest,Urea,,
6.38,96,65,16,27.43,65.18,2984.63,Potato,Harvest,MOP,,
7.63,83,85,24,30.36,66.18,761.17,Wheat,Sowing,MOP,,
7.49,118,67,28,26.04,77.27,1947.2,Cotton,Flowering,MOP,,
6.92,23,35,83,11.33,81.58,2995.46,Cotton,Sowing,Urea,,
7.25,103,88,48,30.9,35.37,2843.09,Cotton,Flowering,NPK,,
4.57,43,14,100,39.9,46.39,818.07,Potato,Flowering,Urea,,
5.75,152,65,12,16.83,50.62,476.43,Sugarcane,Harvest,MOP,,
7.05,76,42,108,39.46,30.8,1393,Wheat,Harvest,SSP,,
4.54,119,18,61,39.93,55.06,2337.4,Potato,Harvest,DAP,,
4.63,27,41,91,14.25,51.53,2411.19,Tomato,Harvest,Urea,,
7.91,29,86,97,37.78,61.52,1900.8,Sugarcane,Flowering,Urea,,
7.24,143,37,22,30.27,36.01,1921.69,Tomato,Harvest,DAP,,
5.56,33,32,53,23.99,54.84,537.85,Sugarcane,Vegetative,Urea,,
7.25,110,78,90,20.34,65.84,1435.39,Maize,Flowering,SSP,,
7.67,46,71,26,28.89,78.23,1813.27,Cotton,Vegetative,Urea,,
5.73,24,57,84,35.28,75.99,2114.08,Maize,Sowing,Urea,,
4.64,98,75,26,11.02,54.29,456.97,Maize,Sowing,MOP,,
8.23,152,71,61,26.06,53.37,2133.82,Wheat,Flowering,Zinc Sulphate,,
5.88,105,78,58,29.51,32.25,2835.55,Cotton,Vegetative,NPK,,
4.93,159,65,92,10.77,34.96,2401.46,Potato,Vegetative,Compost,,
6.47,27,83,80,36.67,82.34,1946.85,Potato,Harvest,Urea,,
7.57,78,45,28,38.55,78.35,471.98,Rice,Vegetative,MOP,,
5.39,79,45,43,28.37,31.27,2424.2,Maize,Vegetative,Compost,,
5.58,99,65,102,13.51,82.96,2056.28,Maize,Flowering,NPK,,
5.47,74,16,39,37.97,66.83,1736.34,Rice,Flowering,DAP,,
8.47,113,41,115,34.15,78.12,2446,Rice,Flowering,Zinc Sulphate,,
5.29,60,10,38,10.86,60.15,2088.61,Wheat,Vegetative,DAP,,
6.8,29,67,111,27.37,39.04,1515.16,Maize,Flowering,Urea,,
8.2,135,29,57,13.44,51.41,856.81,Maize,Vegetative,DAP,,
5.09,103,43,17,14.23,57,1612.15,Wheat,Flowering,MOP,,
8.38,126,60,77,15.78,75.23,631.4,Potato,Sowing,Zinc Sulphate,,
8.29,26,45,101,21.89,78.76,368.55,Potato,Sowing,Urea,,
8.04,40,35,61,36.29,74.49,855.09,Rice,Harvest,Urea,,
5.36,94,42,84,10.93,58.6,1227.88,Maize,Sowing,Compost,,
7.04,120,10,91,30.68,69.82,2011.05,Rice,Flowering,DAP,,
7.54,63,76,94,38.94,47.73,1598.25,Tomato,Sowing,DAP,,
8.44,107,59,67,29.24,89.27,2258.41,Potato,Harvest,Zinc Sulphate,,
5.22,56,44,70,34.47,40.09,2264.93,Sugarcane,Flowering,Urea,,
7.56,84,44,49,37.05,73.42,2177.01,Tomato,Harvest,Compost,,
5.86,133,68,105,31.44,39.3,1732.93,Maize,Sowing,Compost,,
5.2,25,86,26,29.8,46.85,2056.49,Sugarcane,Sowing,Urea,,
6.19,57,22,107,10.54,74.93,2936.79,Maize,Sowing,Urea,,
7.68,76,31,90,25.57,73.75,2176.19,Rice,Harvest,DAP,,
6.36,89,65,24,24.08,37.47,2278.94,Sugarcane,Sowing,MOP,,
6.65,84,14,93,25.68,70.71,1015.34,Wheat,Vegetative,DAP,,
8.48,131,52,112,22.97,42.23,1538.36,Cotton,Flowering,Zinc Sulphate,,
6.1,54,83,20,37.2,88.38,1418.58,Potato,Vegetative,Urea,,
6.96,43,64,92,36.67,66.18,1189.72,Wheat,Sowing,Urea,,
5.96,57,24,105,13.77,30.21,1486.77,Wheat,Harvest,Urea,,
6.07,22,51,97,25.99,42.51,1874.46,Sugarcane,Vegetative,Urea,,
7.28,73,18,79,38.79,43.78,1947.76,Sugarcane,Flowering,DAP,,
8.25,85,80,91,27.96,44.83,2550.81,Wheat,Harvest,Zinc Sulphate,,
6.67,134,66,114,34.05,63.43,2037.7,Sugarcane,Harvest,SSP,,
7.57,79,19,57,21.2,42.34,2634.25,Wheat,Flowering,DAP,,
4.86,34,73,22,21.32,54.77,2038.52,Tomato,Sowing,Urea,,
5.34,129,50,35,19.77,40.4,1180.22,Potato,Sowing,MOP,,
6.51,23,22,17,10.66,70.01,1966.44,Maize,Sowing,Urea,,
4.58,43,25,35,37.75,64.12,2241.25,Cotton,Flowering,Urea,,
5.51,102,81,23,20.49,67.72,2119.83,Maize,Sowing,MOP,,
6.57,113,69,50,21.01,88.04,2579.75,Sugarcane,Vegetative,NPK,,
4.56,122,40,15,32.79,53.96,2735.62,Wheat,Harvest,MOP,,
5.56,59,64,25,25.81,42.93,1138.59,Maize,Vegetative,Urea,,
6.56,46,80,108,20.86,89.93,420.98,Wheat,Flowering,Urea,,
6.79,56,43,43,36.51,33.48,2037.95,Maize,Flowering,Urea,,
8.2,20,13,49,34.76,78.62,508.74,Rice,Vegetative,Urea,,
7.08,156,64,100,39.3,39.73,2675.15,Rice,Flowering,DAP,,
6.16,142,75,109,29.23,69.89,2502.06,Rice,Harvest,MOP,,
8.22,58,68,21,30.7,58.43,2197.88,Cotton,Harvest,Urea,,
7.64,49,50,10,19.73,80.34,2793.29,Maize,Sowing,Urea,,
5.3,39,75,38,12.99,73.87,2684.11,Potato,Sowing,Urea,,
5.02,83,56,90,13.18,40.34,2784.21,Sugarcane,Harvest,Compost,,
7.2,138,36,91,29.38,69.91,2259.25,Maize,Flowering,DAP,,
6.74,86,88,58,13.4,43.03,1231.68,Potato,Sowing,Compost,,
7.66,141,30,25,37.2,40.16,333.69,Tomato,Flowering,DAP,,
7.46,45,20,108,31.12,35.05,372.37,Wheat,Sowing,Urea,,
7,145,31,18,16.79,36.82,2420.81,Tomato,Vegetative,DAP,,
8.45,25,32,68,18.38,72.23,735.86,Maize,Vegetative,Urea,,
6.63,51,74,117,31.3,89.53,1076.66,Maize,Sowing,Urea,,
4.95,36,68,48,34.72,70.55,1841.1,Rice,Harvest,Urea,,
7.81,72,85,47,35.18,72.51,567.05,Tomato,Harvest,Zinc Sulphate,,
5.51,119,79,116,28.03,76.96,2958.92,Tomato,Flowering,MOP,,
7.61,151,37,15,14.66,83.34,2487.89,Wheat,Sowing,DAP,,
8.33,129,34,99,34.55,46.06,1837.19,Maize,Flowering,DAP,,
7.29,90,10,90,33.75,66.27,2743.68,Cotton,Sowing,DAP,,
6.88,120,41,97,35.06,43,1582,Sugarcane,Harvest,DAP,,
6.34,110,38,83,14.73,61.54,2711.45,Rice,Vegetative,DAP,,
5.96,76,29,105,30.53,42.52,2512.74,Maize,Vegetative,DAP,,
5.91,75,55,68,38.81,33.84,239.43,Tomato,Vegetative,NPK,,
7.05,146,86,12,17.68,35.3,2430.87,Wheat,Sowing,MOP,,
7.51,37,66,28,31.5,88.58,2395,Tomato,Sowing,Urea,,
7.21,94,21,108,17.77,30.36,1088.67,Rice,Flowering,DAP,,
5.29,41,81,36,19.21,71.41,1580.52,Rice,Sowing,Urea,,
6.48,151,48,34,24.56,83.24,586.95,Tomato,Vegetative,MOP,,
7.67,22,17,94,36.85,53.62,2066.43,Potato,Sowing,Urea,,
